opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
RKI7OEP9,Anna Snelling,MG Special,Statholdings,Lost,2017-09-07,2017-11-18,0
D9CS7EIY,Anna Snelling,GTX Plus Basic,Ron-tech,Won,2017-09-07,2017-12-12,1249
IOPIJ6C6,Boris Faz,GTX Plus Basic,,Engaging,2017-09-07,,
J1VGTXQS,Boris Faz,GTX Plus Basic,Sumace,Won,2017-09-07,2017-12-03,1106
T87FD71P,Cassey Cress,GTX Plus Basic,Bubba Gump,Won,2017-09-07,2017-11-18,1251
P4PX93RN,Corliss Cosme,GTXPro,Plussunin,Lost,2017-09-07,2017-11-18,0
RLJI4F93,Corliss Cosme,GTXPro,Donware,Won,2017-09-07,2017-09-18,4975
AE306TJU,Corliss Cosme,MG Special,Umbrella Corporation,Won,2017-09-07,2017-09-17,54
D3BO9JDM,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-09-07,2017-11-09,3975
DPDUK8RG,Darcel Schlecht,MG Advanced,Codehow,Won,2017-09-07,2017-09-12,2969
AR35V2L2,Garret Kinder,GTX Basic,Sumace,Won,2017-09-07,2017-09-13,558
FAKATVRQ,Gladys Colclough,GTXPro,Isdom,Lost,2017-09-07,2017-11-29,0
9SU2A73Y,Jonathan Berthelot,GTX Basic,Betatech,Won,2017-09-07,2017-09-18,585
98R4AZA8,Kary Hendrixson,GTX Basic,Plexzap,Won,2017-09-07,2017-12-17,566
9FE75D1D,Markita Hansen,GTXPro,Scotfind,Won,2017-09-07,2017-11-16,4722
S5NVSXEX,Moses Frase,GTX Plus Basic,Condax,Won,2017-09-07,2017-12-11,1033
C6F5DTFR,Niesha Huffines,GTX Basic,Dontechi,Won,2017-09-07,2017-12-19,587
R4X2MOO1,Reed Clapper,GTX Plus Pro,Silis,Lost,2017-09-07,2017-11-27,0
QEZ2X87C,Rosalina Dieter,MG Special,Iselectrics,Engaging,2017-09-07,,
8FULX0EA,Versie Hillebrand,MG Special,Funholding,Won,2017-09-07,2017-11-02,62
WA5NRVIG,Versie Hillebrand,MG Special,Konmatfix,Won,2017-09-07,2017-12-12,54
XO7D3NYR,Vicki Laflamme,GTX Basic,Condax,Won,2017-09-07,2017-11-03,499
ZN8LHN9B,Wilburn Farren,GTX Plus Pro,Zotware,Lost,2017-09-07,2017-11-17,0
S8FODURJ,Zane Levy,GTX Basic,Nam-zim,Engaging,2017-09-07,,
BFH34LVO,Zane Levy,GTX Basic,Faxquote,Won,2017-09-07,2017-11-26,458
QHVGK8DM,Zane Levy,MG Special,Condax,Won,2017-09-07,2017-11-30,61
BALJ5E9J,Anna Snelling,MG Special,Treequote,Lost,2017-09-08,2017-12-17,0
3Y6REURA,Anna Snelling,GTX Plus Pro,Funholding,Won,2017-09-08,2017-09-24,5600
3UI5JBOA,Boris Faz,GTX Plus Pro,Umbrella Corporation,Lost,2017-09-08,2017-11-19,0
8AKZH8QS,Boris Faz,GTX Plus Basic,Zotware,Won,2017-09-08,2017-12-17,1259
FAS1KT97,Boris Faz,GTX Plus Basic,Zotware,Won,2017-09-08,2017-09-14,1114
RAPX57I3,Boris Faz,MG Special,Kinnamplus,Won,2017-09-08,2017-11-25,57
UZ4JMG8Z,Cassey Cress,GTX Plus Basic,Donquadtech,Lost,2017-09-08,2017-11-25,0
PV411N8I,Cecily Lampkin,MG Special,Scottech,Lost,2017-09-08,2017-11-17,0
C58775JM,Corliss Cosme,GTXPro,Bluth Company,Lost,2017-09-08,2017-12-30,0
A2PIOJWL,Daniell Hammack,GTXPro,Betasoloin,Lost,2017-09-08,2017-09-19,0
SSEOGPPI,Darcel Schlecht,MG Advanced,Funholding,Won,2017-09-08,2017-09-10,3346
5MFY1D4C,Donn Cantrell,GTX Basic,Kan-code,Lost,2017-09-08,2017-09-18,0
PQLMEIG0,Donn Cantrell,GTX Basic,Kan-code,Lost,2017-09-08,2017-09-22,0
6CV2KEKP,Donn Cantrell,MG Advanced,Ontomedia,Lost,2017-09-08,2017-09-16,0
FQD0IJBC,Elease Gluck,GTX Basic,Green-Plus,Lost,2017-09-08,2017-11-25,0
EJGRLQP8,James Ascencio,GTXPro,,Engaging,2017-09-08,,
8DDR4MUL,James Ascencio,MG Advanced,,Engaging,2017-09-08,,
E28C318S,James Ascencio,GTX Basic,Newex,Won,2017-09-08,2017-11-04,546
6BUW3ZVC,Jonathan Berthelot,GTX Basic,Bioholding,Lost,2017-09-08,2017-11-04,0
ZW5XV2QY,Kami Bicknell,GTX Basic,Cheers,Lost,2017-09-08,2017-11-14,0
MOSX49BG,Kami Bicknell,GTX Basic,Finjob,Won,2017-09-08,2017-11-24,596
BDEP8ZEH,Kary Hendrixson,GTX Plus Basic,Sonron,Lost,2017-09-08,2017-12-21,0
WSKZBAYI,Kary Hendrixson,GTX Plus Basic,Fasehatice,Won,2017-09-08,2017-12-08,1171
19H5KFIC,Marty Freudenburg,GTX Plus Basic,Globex Corporation,Won,2017-09-08,2017-12-03,1021
H0RRUQZ6,Maureen Marcano,MG Special,,Engaging,2017-09-08,,
7PCCI1U2,Reed Clapper,MG Advanced,Kan-code,Lost,2017-09-08,2017-11-17,0
8XXD2LMP,Rosie Papadopoulos,GTX Plus Pro,Donquadtech,Lost,2017-09-08,2017-12-02,0
USNQY75J,Zane Levy,MG Special,Fasehatice,Lost,2017-09-08,2017-11-04,0
EI7DU48C,Zane Levy,MG Advanced,Kan-code,Lost,2017-09-08,2017-12-14,0
1A1BI5VB,Boris Faz,GTXPro,Mathtouch,Won,2017-09-09,2017-09-22,4609
UYJVA76O,Cassey Cress,GTX Plus Basic,Zathunicon,Lost,2017-09-09,2017-11-21,0
DR2H05BG,Cecily Lampkin,GTX Basic,Bioholding,Won,2017-09-09,2017-09-22,600
M765WQ4W,Corliss Cosme,GTXPro,Konex,Won,2017-09-09,2017-09-13,5067
2PXZ68OA,Darcel Schlecht,GTXPro,Scottech,Won,2017-09-09,2017-12-05,5127
TDVM9PDL,Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-09-09,2017-12-26,547
LBYGH8WS,Garret Kinder,GTX Plus Pro,Plussunin,Lost,2017-09-09,2017-09-27,0
NJC4XMEN,James Ascencio,GTX Plus Basic,Initech,Engaging,2017-09-09,,
OBCBK0XR,Kami Bicknell,MG Advanced,Faxquote,Lost,2017-09-09,2017-11-30,0
IX8AYR6F,Kami Bicknell,GTX Basic,Faxquote,Won,2017-09-09,2017-12-14,582
4LVXK5H1,Kami Bicknell,GTX Plus Basic,J-Texon,Won,2017-09-09,2017-09-25,1047
O5CWW9P3,Lajuana Vencill,MG Special,Funholding,Lost,2017-09-09,2017-11-21,0
IMLFM79C,Markita Hansen,GTX Plus Basic,,Engaging,2017-09-09,,
DPXZ0ONG,Niesha Huffines,GTXPro,Finhigh,Lost,2017-09-09,2017-11-15,0
2LOQKW1C,Niesha Huffines,GTX Basic,Domzoom,Won,2017-09-09,2017-09-24,568
MA1LQG9S,Niesha Huffines,GTX Plus Pro,Inity,Won,2017-09-09,2017-11-27,6255
YR4EFQ4C,Reed Clapper,GTXPro,Bubba Gump,Won,2017-09-09,2017-12-03,4647
KB7DTUXO,Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Won,2017-09-09,2017-11-08,5042
JMQRT3TC,Versie Hillebrand,MG Special,Dontechi,Won,2017-09-09,2017-12-31,57
XETHS437,Versie Hillebrand,MG Special,Rundofase,Won,2017-09-09,2017-12-07,53
6EYTZB6F,Versie Hillebrand,MG Advanced,Konmatfix,Won,2017-09-09,2017-12-12,3811
DXY9EZ55,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-09-09,2017-12-12,456
ESZPH44N,Violet Mclelland,GTXPro,Mathtouch,Lost,2017-09-09,2017-12-19,0
ITDTMROU,Cassey Cress,MG Advanced,Xx-zobam,Won,2017-09-10,2017-12-05,3371
IFO74RWI,Cecily Lampkin,GTX Plus Basic,Treequote,Won,2017-09-10,2017-11-29,1151
4O6T16XI,Cecily Lampkin,MG Advanced,Scottech,Won,2017-09-10,2017-12-25,3748
SUPA1RHK,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,2017-09-10,2017-09-15,5717
MDHD11QD,Corliss Cosme,GTXPro,Donquadtech,Won,2017-09-10,2017-09-15,5027
PERK5YXJ,Daniell Hammack,GTX Plus Basic,Iselectrics,Won,2017-09-10,2017-12-13,1111
MUUNQNG2,Darcel Schlecht,GTX Plus Basic,Bioholding,Won,2017-09-10,2017-09-17,1159
J1SCD7QL,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-09-10,2017-11-06,3251
9LILLW96,Garret Kinder,GTX Plus Pro,Bubba Gump,Lost,2017-09-10,2017-11-01,0
R0DKB8FJ,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-09-10,2017-12-07,0
S5R9O6TL,Gladys Colclough,GTX Plus Basic,Codehow,Won,2017-09-10,2017-12-18,1083
N78A330G,Gladys Colclough,MG Special,Bioholding,Won,2017-09-10,2017-11-08,54
ZGW9SCQ0,Hayden Neloms,MG Advanced,,Engaging,2017-09-10,,
ZHI12PI4,Hayden Neloms,MG Advanced,Blackzim,Won,2017-09-10,2017-12-29,3302
34XWXEQE,James Ascencio,GTXPro,,Engaging,2017-09-10,,
38ZR3URJ,James Ascencio,GTX Basic,Golddex,Won,2017-09-10,2017-11-25,552
6DJ817MW,James Ascencio,GTX Basic,Singletechno,Won,2017-09-10,2017-11-16,468
9HCLI5PO,Jonathan Berthelot,GTX Basic,dambase,Lost,2017-09-10,2017-11-17,0
PRY70ISY,Jonathan Berthelot,GTX Basic,Hottechi,Lost,2017-09-10,2017-12-04,0
8NG46N94,Kami Bicknell,GTXPro,,Engaging,2017-09-10,,
CS2ZS0B4,Kami Bicknell,GTX Plus Pro,Rantouch,Lost,2017-09-10,2017-09-27,0
R7LGVRHC,Kami Bicknell,GTXPro,J-Texon,Won,2017-09-10,2017-11-12,4467
3KLVZN6M,Kary Hendrixson,GTX Basic,Cheers,Won,2017-09-10,2017-12-05,538
WGSLK719,Kary Hendrixson,MG Advanced,Y-corporation,Won,2017-09-10,2017-12-12,3021
0MMDQ1OR,Lajuana Vencill,GTX Basic,Codehow,Won,2017-09-10,2017-11-12,511
SMQV0BRI,Maureen Marcano,GTX Plus Pro,Blackzim,Won,2017-09-10,2017-09-21,5832
XT8HCGAD,Rosalina Dieter,MG Special,Bubba Gump,Engaging,2017-09-10,,
WIQQUZRQ,Rosalina Dieter,MG Special,,Engaging,2017-09-10,,
X56STCJP,Versie Hillebrand,GTX Plus Pro,Inity,Lost,2017-09-10,2017-09-30,0
K214R7RK,Versie Hillebrand,MG Advanced,Conecom,Lost,2017-09-10,2017-11-24,0
NR9UD54C,Versie Hillebrand,MG Special,Warephase,Won,2017-09-10,2017-11-27,50
GTXI4PAR,Vicki Laflamme,MG Advanced,Scotfind,Lost,2017-09-10,2017-11-24,0
T94JAB4C,Vicki Laflamme,MG Special,Plexzap,Won,2017-09-10,2017-11-22,58
8YOOE8I5,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,2017-09-10,2017-11-24,0
8G2OTKLL,Violet Mclelland,MG Special,Mathtouch,Won,2017-09-10,2017-09-27,66
LOHJU3OB,Zane Levy,GTXPro,,Engaging,2017-09-10,,
LW0Z6TMR,Anna Snelling,GTX Basic,Finhigh,Lost,2017-09-11,2017-09-13,0
R3NAMX4P,Anna Snelling,GTX Plus Pro,Toughzap,Lost,2017-09-11,2017-11-14,0
VYJ20GOM,Anna Snelling,MG Special,Cancity,Won,2017-09-11,2017-11-17,44
GIWI7CWJ,Boris Faz,GTX Plus Basic,Konex,Won,2017-09-11,2017-12-30,1140
VTO3SNNX,Cassey Cress,GTX Plus Pro,Zencorporation,Won,2017-09-11,2017-09-21,5245
OVPNOM6O,Cecily Lampkin,GTX Plus Pro,Gogozoom,Won,2017-09-11,2017-12-04,5520
0558PJL2,Corliss Cosme,GTX Basic,,Engaging,2017-09-11,,
JB60NPU9,Corliss Cosme,GTXPro,,Engaging,2017-09-11,,
6KM4E0V1,Darcel Schlecht,GTX Plus Pro,Inity,Lost,2017-09-11,2017-11-19,0
QWIPE5FB,Darcel Schlecht,GTXPro,Ron-tech,Lost,2017-09-11,2017-11-14,0
BZPU6P5P,Garret Kinder,MG Special,Yearin,Lost,2017-09-11,2017-12-23,0
ZCFAVNF3,Gladys Colclough,MG Special,Streethex,Won,2017-09-11,2017-09-20,53
77IBMLTB,James Ascencio,GTX Plus Pro,,Engaging,2017-09-11,,
RDMKSDT0,Kami Bicknell,GTX Plus Pro,Plusstrip,Won,2017-09-11,2017-12-10,4872
QPCY8RU0,Kary Hendrixson,GTX Basic,Doncon,Lost,2017-09-11,2017-11-24,0
Y93GK95W,Markita Hansen,MG Advanced,Hatfan,Won,2017-09-11,2017-09-21,3138
ZPB5KNCD,Maureen Marcano,GTX Basic,Finjob,Lost,2017-09-11,2017-09-28,0
ZDAJ4PFJ,Moses Frase,GTX Basic,Bioholding,Won,2017-09-11,2017-12-03,513
7VHJG9J1,Reed Clapper,GTX Plus Basic,Iselectrics,Lost,2017-09-11,2017-12-28,0
S2XTTF3B,Rosalina Dieter,MG Special,,Engaging,2017-09-11,,
8XY5IA68,Rosie Papadopoulos,GTXPro,Sonron,Engaging,2017-09-11,,
EHPG1PNC,Violet Mclelland,GTX Basic,Kan-code,Won,2017-09-11,2017-12-18,644
RKOQZJZR,Zane Levy,GTX Plus Basic,J-Texon,Engaging,2017-09-11,,
3CJMQNT0,Zane Levy,GTXPro,Lexiqvolax,Lost,2017-09-11,2017-11-14,0
1MTLDVU8,Zane Levy,GTX Basic,Newex,Won,2017-09-11,2017-09-19,560
4Z7LYTKN,Anna Snelling,GTX Plus Pro,Treequote,Lost,2017-09-12,2017-12-06,0
MX0QEMEB,Anna Snelling,MG Advanced,Statholdings,Lost,2017-09-12,2017-11-27,0
Y25T06D2,Anna Snelling,GTX Plus Basic,dambase,Won,2017-09-12,2017-12-26,866
JY5LPMSJ,Boris Faz,GTX Plus Basic,Plussunin,Lost,2017-09-12,2017-09-19,0
8V5OCDHN,Cassey Cress,GTX Basic,,Engaging,2017-09-12,,
YND6FAFG,Corliss Cosme,MG Special,Kan-code,Lost,2017-09-12,2017-12-01,0
D4PEXI47,Darcel Schlecht,GTXPro,Inity,Lost,2017-09-12,2017-11-15,0
WRSA8PVU,Darcel Schlecht,GTX Basic,Finhigh,Won,2017-09-12,2017-12-16,626
965CJ4YG,Darcel Schlecht,GTXPro,Toughzap,Won,2017-09-12,2017-12-03,4079
ML5QMJPM,Garret Kinder,MG Advanced,Konex,Won,2017-09-12,2017-12-05,3497
EWEW7ZMQ,Garret Kinder,MG Advanced,Opentech,Won,2017-09-12,2017-11-16,3072
JY8W2PKW,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-09-12,2017-12-15,0
JFBWABB1,Hayden Neloms,MG Advanced,Labdrill,Won,2017-09-12,2017-11-26,3473
A0Z6FYRO,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-09-12,2017-09-19,530
51AC0Q99,Jonathan Berthelot,GTX Plus Basic,Gogozoom,Won,2017-09-12,2017-12-16,1066
897MKBP9,Jonathan Berthelot,MG Special,Cancity,Won,2017-09-12,2017-12-18,64
Y5IRSKVA,Jonathan Berthelot,MG Special,Rangreen,Won,2017-09-12,2017-12-25,59
QS440NN9,Kary Hendrixson,GTX Plus Basic,Goodsilron,Won,2017-09-12,2017-11-30,1077
JOKH5C6I,Kary Hendrixson,GTXPro,Sunnamplex,Won,2017-09-12,2017-11-21,4999
1MZ8GDLF,Marty Freudenburg,MG Special,Betatech,Won,2017-09-12,2017-09-21,72
64SDWSQH,Maureen Marcano,GTX Plus Pro,Kan-code,Won,2017-09-12,2017-09-20,4870
XS7CNY5H,Reed Clapper,GTX Plus Basic,Initech,Lost,2017-09-12,2017-09-20,0
U0SS8E43,Reed Clapper,GTXPro,Zencorporation,Lost,2017-09-12,2017-12-18,0
2MH79C2B,Versie Hillebrand,MG Special,Konmatfix,Won,2017-09-12,2017-09-26,54
3YZFYEMI,Versie Hillebrand,MG Special,Toughzap,Won,2017-09-12,2017-12-09,50
I35REHYN,Vicki Laflamme,GTX Basic,Genco Pura Olive Oil Company,Engaging,2017-09-12,,
Y3AAS62P,Vicki Laflamme,GTX Plus Basic,Zoomit,Engaging,2017-09-12,,
BPPV8ZSB,Vicki Laflamme,MG Special,Xx-holding,Lost,2017-09-12,2017-11-01,0
3NC5XSDF,Violet Mclelland,MG Advanced,,Engaging,2017-09-12,,
DRJG2FVR,Violet Mclelland,GTX Plus Pro,Initech,Lost,2017-09-12,2017-09-15,0
SWXO4J19,Zane Levy,GTX Plus Basic,Konex,Won,2017-09-12,2017-11-20,1029
07DPEL0B,Anna Snelling,GTX Basic,Cancity,Won,2017-09-13,2017-11-25,629
5X3TSUA9,Cassey Cress,GTX Plus Basic,,Engaging,2017-09-13,,
7GDRCAJR,Cassey Cress,GTX Basic,Iselectrics,Won,2017-09-13,2017-09-24,600
EJ8YBRD3,Corliss Cosme,GTX Basic,Konex,Lost,2017-09-13,2017-11-03,0
G7HADWB0,Corliss Cosme,GTXPro,Kinnamplus,Won,2017-09-13,2017-09-18,4535
9DY57A6F,Daniell Hammack,GTXPro,,Engaging,2017-09-13,,
M3IFAMV2,Donn Cantrell,MG Advanced,Ontomedia,Lost,2017-09-13,2017-11-29,0
65AT4VFM,Elease Gluck,MG Special,Dalttechnology,Lost,2017-09-13,2017-09-19,0
H6SE0L31,Gladys Colclough,GTXPro,Conecom,Won,2017-09-13,2017-09-29,4805
ZQC7YA4X,Kami Bicknell,GTXPro,Kan-code,Lost,2017-09-13,2017-11-17,0
J9V49YC3,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,2017-09-13,2017-12-12,5158
H3ZS0FBT,Marty Freudenburg,GTX Basic,Cancity,Won,2017-09-13,2017-11-21,477
GIIHTQGY,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,2017-09-13,2017-11-16,4972
0LTBCZHI,Niesha Huffines,MG Advanced,Treequote,Won,2017-09-13,2017-11-30,3902
8U0BUWUQ,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-09-13,2017-12-14,1176
ROD5WJDM,Reed Clapper,GTXPro,Yearin,Won,2017-09-13,2017-12-14,4140
86GSJWQW,Rosalina Dieter,MG Special,Golddex,Won,2017-09-13,2017-11-30,54
EQ0PLA0O,Vicki Laflamme,MG Special,,Engaging,2017-09-13,,
B7BT5DB8,Vicki Laflamme,MG Special,Dalttechnology,Won,2017-09-13,2017-11-29,51
NJTWATVH,Zane Levy,GTX Basic,Labdrill,Won,2017-09-13,2017-09-21,518
ZLIQCT7V,Zane Levy,GTX Basic,Sonron,Won,2017-09-13,2017-12-06,505
0U0GUDIX,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2017-09-14,2017-09-18,5421
MN4ZHCUZ,Cassey Cress,GTXPro,Kan-code,Won,2017-09-14,2017-11-23,3822
06H63NKF,Darcel Schlecht,GTXPro,Conecom,Lost,2017-09-14,2017-11-20,0
GBRQN296,Donn Cantrell,MG Advanced,Ontomedia,Won,2017-09-14,2017-12-17,3331
RBHXB5V5,Hayden Neloms,MG Special,Zoomit,Lost,2017-09-14,2017-11-27,0
59O0CDJE,James Ascencio,GTX Basic,Newex,Won,2017-09-14,2017-12-20,504
RU9Y6GR1,James Ascencio,GTX Plus Basic,Plexzap,Won,2017-09-14,2017-12-10,1117
GIZAD3ZN,James Ascencio,GTXPro,Lexiqvolax,Won,2017-09-14,2017-12-07,5230
6CXJOT2A,Kami Bicknell,GTXPro,Fasehatice,Won,2017-09-14,2017-09-16,4844
Y9NTV3K5,Kami Bicknell,MG Advanced,Labdrill,Won,2017-09-14,2017-09-23,3596
GPVQIS5U,Kary Hendrixson,GTXPro,Plexzap,Lost,2017-09-14,2017-09-30,0
LI9RCAQ6,Kary Hendrixson,GTXPro,Scotfind,Won,2017-09-14,2017-11-01,4593
DT8SWPLT,Lajuana Vencill,GTX Basic,dambase,Won,2017-09-14,2017-12-12,545
URRBXP0V,Lajuana Vencill,MG Advanced,Rangreen,Won,2017-09-14,2017-11-08,3362
CNAQ6R7T,Marty Freudenburg,GTX Plus Basic,Bioholding,Won,2017-09-14,2017-12-14,1086
VRWH3YJV,Maureen Marcano,GTX Plus Pro,,Engaging,2017-09-14,,
FBYWCLLS,Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-09-14,2017-09-28,0
ZJAIST7C,Rosie Papadopoulos,GTXPro,Konex,Won,2017-09-14,2017-12-31,5153
8EQRW9H5,Versie Hillebrand,MG Special,Konmatfix,Lost,2017-09-14,2017-11-29,0
F0KWRLK1,Vicki Laflamme,GTXPro,Konex,Won,2017-09-14,2017-11-15,5348
JBECEURV,Zane Levy,GTX Basic,,Engaging,2017-09-14,,
HHP6R0IX,Zane Levy,GTXPro,Finjob,Won,2017-09-14,2017-11-05,5170
XMRZQ8PR,Zane Levy,GTXPro,Scotfind,Won,2017-09-14,2017-09-25,4050
ER0U0TOC,Corliss Cosme,GTX Basic,,Engaging,2017-09-15,,
77JIGDNZ,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-09-15,2017-12-07,0
DK6L8Y0Y,Daniell Hammack,GTX Plus Basic,Vehement Capital Partners,Won,2017-09-15,2017-09-29,1221
KA6SVT1C,Darcel Schlecht,MG Advanced,Toughzap,Lost,2017-09-15,2017-11-16,0
8ARRIREI,Darcel Schlecht,GTX Plus Pro,Warephase,Won,2017-09-15,2017-12-09,5669
W3LRLMKP,Gladys Colclough,GTX Plus Pro,Finhigh,Won,2017-09-15,2017-12-19,5385
HQKUH8XA,Markita Hansen,GTX Basic,Hottechi,Lost,2017-09-15,2017-12-27,0
6R6T68GL,Markita Hansen,MG Special,Zoomit,Won,2017-09-15,2017-12-09,48
PGT70Q4T,Markita Hansen,MG Advanced,Plexzap,Won,2017-09-15,2017-12-01,3663
24K085JJ,Maureen Marcano,GTX Plus Basic,,Engaging,2017-09-15,,
EMORZ8R8,Maureen Marcano,GTXPro,Groovestreet,Won,2017-09-15,2017-09-30,4695
V6RULHFZ,Vicki Laflamme,MG Special,Fasehatice,Lost,2017-09-15,2017-12-30,0
NBBIFIKB,Wilburn Farren,MG Advanced,,Engaging,2017-09-15,,
GRYWAPXY,Zane Levy,MG Advanced,Rantouch,Won,2017-09-15,2017-11-07,2712
ZIEI8JM3,Anna Snelling,MG Special,Ron-tech,Won,2017-09-16,2017-12-07,65
QDYFLOZW,Anna Snelling,MG Special,Statholdings,Won,2017-09-16,2017-09-23,55
55YURJ2E,Anna Snelling,MG Special,Streethex,Won,2017-09-16,2017-12-30,58
R6Q5JOLX,Cassey Cress,GTX Plus Pro,,Engaging,2017-09-16,,
1PORK6E3,Cassey Cress,GTX Basic,Ontomedia,Won,2017-09-16,2017-09-27,512
ENDKZ399,Corliss Cosme,GTX Plus Pro,Kan-code,Won,2017-09-16,2017-09-24,5820
VSNI41WQ,Daniell Hammack,GTX Plus Pro,Donware,Lost,2017-09-16,2017-11-30,0
87KZX1UX,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-09-16,2017-11-25,1179
PLRBC69J,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2017-09-16,2017-09-26,1153
RZB6Q4FX,Donn Cantrell,GTX Plus Basic,Ganjaflex,Won,2017-09-16,2017-09-21,892
ASK5U1TD,Donn Cantrell,GTX Plus Basic,Zathunicon,Won,2017-09-16,2017-11-22,1231
T49Q4GWU,Donn Cantrell,MG Advanced,Plussunin,Won,2017-09-16,2017-12-25,3091
JJ17IHID,Garret Kinder,GTX Basic,Xx-zobam,Won,2017-09-16,2017-11-24,547
311WKUHC,James Ascencio,MG Special,Labdrill,Lost,2017-09-16,2017-11-13,0
JG1CD65M,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-09-16,2017-09-18,5919
YIK15TLW,James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-09-16,2017-11-10,5745
RYJPSM6D,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-09-16,2017-11-19,0
ZQK0JTVN,Jonathan Berthelot,GTX Basic,Streethex,Lost,2017-09-16,2017-11-26,0
FB7OTAMV,Jonathan Berthelot,GTXPro,Warephase,Lost,2017-09-16,2017-12-22,0
JZD1QDWA,Lajuana Vencill,MG Advanced,Cancity,Lost,2017-09-16,2017-12-06,0
LOSUVU4T,Markita Hansen,GTX Plus Pro,Konex,Lost,2017-09-16,2017-12-09,0
85LVQ6PB,Markita Hansen,GTX Plus Basic,Singletechno,Won,2017-09-16,2017-12-15,1252
02ILGBRB,Moses Frase,MG Special,dambase,Lost,2017-09-16,2017-11-21,0
ZFIT4XWO,Moses Frase,MG Advanced,Stanredtax,Won,2017-09-16,2017-12-05,3039
XH69FGJJ,Niesha Huffines,GTX Basic,Treequote,Won,2017-09-16,2017-11-19,637
JU2PPGP6,Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-09-16,2017-09-26,0
S8Y9AAWC,Rosalina Dieter,GTXPro,Zoomit,Won,2017-09-16,2017-12-08,4614
I2DLJ6C3,Rosie Papadopoulos,MG Special,Gekko & Co,Won,2017-09-16,2017-11-27,51
DY8DMZZ9,Vicki Laflamme,GTX Plus Pro,,Engaging,2017-09-16,,
VEZ8OX88,Vicki Laflamme,GTX Basic,Plexzap,Lost,2017-09-16,2017-11-19,0
M3QL68T6,Vicki Laflamme,GTX Basic,Plexzap,Won,2017-09-16,2017-12-04,595
Q3K6K5V9,Vicki Laflamme,MG Special,Zoomit,Won,2017-09-16,2017-12-26,52
PEGFPDVU,Violet Mclelland,GTXPro,Konex,Won,2017-09-16,2017-09-30,5604
NFT2Z7MM,Zane Levy,GTX Plus Basic,Dalttechnology,Lost,2017-09-16,2017-11-18,0
YC2GBK89,Zane Levy,GTX Plus Basic,Hatfan,Lost,2017-09-16,2017-11-12,0
U008ILBM,Zane Levy,GTX Plus Basic,Plusstrip,Lost,2017-09-16,2017-11-26,0
VA0I9SDD,Zane Levy,GTXPro,Konex,Won,2017-09-16,2017-09-27,5360
KQ83VL8T,Boris Faz,GTX Plus Basic,,Engaging,2017-09-17,,
41HHBQRT,Cassey Cress,GTX Basic,Xx-zobam,Lost,2017-09-17,2017-12-13,0
T6BHNN1O,Cecily Lampkin,MG Special,Betatech,Lost,2017-09-17,2017-11-13,0
S8DOH11H,Corliss Cosme,GTXPro,Ganjaflex,Lost,2017-09-17,2017-11-14,0
F8F6MA24,Corliss Cosme,GTX Basic,Sumace,Won,2017-09-17,2017-12-19,538
ZXXWIGFR,Darcel Schlecht,GTXPro,Cancity,Lost,2017-09-17,2017-12-02,0
L7CFCOR6,Darcel Schlecht,GTX Plus Pro,Conecom,Won,2017-09-17,2017-11-28,5668
AAUTJ747,Darcel Schlecht,GTXPro,Warephase,Won,2017-09-17,2017-12-11,5220
X7VUR49L,Donn Cantrell,GTXPro,Betasoloin,Won,2017-09-17,2017-09-26,5763
U7L0IZLB,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,2017-09-17,2017-11-26,0
PAQ6EKHB,Kami Bicknell,GTX Basic,,Engaging,2017-09-17,,
THNEGVH2,Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,2017-09-17,2017-11-14,948
D1ANNMSO,Lajuana Vencill,GTX Basic,Rundofase,Won,2017-09-17,2017-11-19,487
LMVQ6B9P,Lajuana Vencill,GTX Plus Basic,Funholding,Won,2017-09-17,2017-11-18,1072
OQBVGILR,Markita Hansen,MG Special,Singletechno,Won,2017-09-17,2017-12-16,56
8LA72RM8,Maureen Marcano,MG Advanced,Donware,Engaging,2017-09-17,,
